-91.589633,16.982800
-91.589647,16.982803
-91.589715,16.982873
-91.589723,16.982885
-91.589732,16.982898
-91.589742,16.982912
-91.589738,16.983003
-91.589732,16.983015
-91.589725,16.983027
-91.589723,16.983038
-91.589727,16.983137
-91.589732,16.983150
-91.589735,16.983163
-91.589738,16.983177
-91.589742,16.983280
-91.589740,16.983295
-91.589738,16.983310
-91.589737,16.983325
-91.589738,16.983428
-91.589740,16.983443
-91.589740,16.983458
-91.589740,16.983473
-91.589722,16.983575
-91.589717,16.983590
-91.589712,16.983605
-91.589705,16.983618
-91.589675,16.983707
-91.589672,16.983722
-91.589667,16.983737
-91.589663,16.983750
-91.589668,16.983845
-91.589673,16.983857
-91.589678,16.983868
-91.589683,16.983882
-91.589707,16.983972
-91.589708,16.983985
-91.589710,16.984000
-91.589712,16.984013
-91.589718,16.984113
-91.589718,16.984127
-91.589718,16.984142
-91.589718,16.984155
-91.589718,16.984250
-91.589718,16.984263
-91.589717,16.984277
-91.589715,16.984290
-91.589713,16.984390
-91.589713,16.984403
-91.589713,16.984418
-91.589713,16.984432
-91.589720,16.984530
-91.589722,16.984543
-91.589722,16.984557
-91.589723,16.984570
-91.589720,16.984668
-91.589718,16.984683
-91.589718,16.984697
-91.589718,16.984713
-91.589722,16.984817
-91.589723,16.984830
-91.589725,16.984843
-91.589725,16.984858
-91.589730,16.984957
-91.589730,16.984970
-91.589730,16.984985
-91.589728,16.985000
-91.589740,16.985097
-91.589740,16.985110
-91.589740,16.985123
-91.589738,16.985135
-91.589728,16.985232
-91.589727,16.985247
-91.589725,16.985260
-91.589725,16.985273
-91.589705,16.985372
-91.589702,16.985387
-91.589698,16.985402
-91.589695,16.985415
-91.589670,16.985510
-91.589665,16.985525
-91.589662,16.985538
-91.589657,16.985552
-91.589635,16.985650
-91.589630,16.985665
-91.589627,16.985678
-91.589623,16.985693
-91.589603,16.985788
-91.589602,16.985802
-91.589598,16.985815
-91.589597,16.985828
-91.589595,16.985925
-91.589597,16.985938
-91.589600,16.985952
-91.589602,16.985965
-91.589615,16.986063
-91.589618,16.986078
-91.589620,16.986092
-91.589623,16.986107
-91.589637,16.986205
-91.589640,16.986218
-91.589643,16.986232
-91.589645,16.986245
-91.589652,16.986342
-91.589655,16.986357
-91.589657,16.986370
-91.589660,16.986385
-91.589672,16.986487
-91.589673,16.986502
-91.589673,16.986515
-91.589675,16.986530
-91.589685,16.986632
-91.589687,16.986645
-91.589688,16.986660
-91.589690,16.986675
-91.589707,16.986775
-91.589708,16.986790
-91.589712,16.986805
-91.589715,16.986818
-91.589737,16.986920
-91.589738,16.986935
-91.589740,16.986950
-91.589742,16.986965
-91.589750,16.987067
-91.589750,16.987080
-91.589748,16.987095
-91.589747,16.987108
-91.589730,16.987203
-91.589730,16.987218
-91.589727,16.987232
-91.589723,16.987247
-91.589695,16.987342
-91.589692,16.987355
-91.589688,16.987368
-91.589683,16.987382
-91.589665,16.987477
-91.589665,16.987490
-91.589663,16.987505
-91.589663,16.987520
-91.589657,16.987622
-91.589657,16.987637
-91.589655,16.987652
-91.589655,16.987667
-91.589655,16.987768
-91.589655,16.987783
-91.589655,16.987797
-91.589655,16.987810
-91.589645,16.987910
-91.589643,16.987925
-91.589642,16.987940
-91.589640,16.987955
-91.589638,16.988057
-91.589637,16.988072
-91.589637,16.988085
-91.589637,16.988100
-91.589637,16.988202
-91.589637,16.988215
-91.589637,16.988230
-91.589638,16.988245
-91.589635,16.988343
-91.589635,16.988358
-91.589633,16.988373
-91.589632,16.988387
-91.589633,16.988485
-91.589632,16.988500
-91.589628,16.988515
-91.589630,16.988530
-91.589628,16.988632
-91.589628,16.988647
-91.589628,16.988660
-91.589630,16.988675
-91.589640,16.988777
-91.589642,16.988792
-91.589643,16.988807
-91.589647,16.988820
-91.589673,16.988908
-91.589680,16.988922
-91.589685,16.988937
-91.589690,16.988950
-91.589713,16.989045
-91.589722,16.989060
-91.589728,16.989073
-91.589733,16.989088
-91.589760,16.989177
-91.589763,16.989190
-91.589767,16.989205
-91.589770,16.989218
-91.589792,16.989315
-91.589797,16.989330
-91.589802,16.989343
-91.589807,16.989357
-91.589833,16.989455
-91.589838,16.989468
-91.589843,16.989483
-91.589852,16.989497
