-91.588622,16.987993
-91.588717,16.987963
-91.588728,16.987958
-91.588740,16.987955
-91.588753,16.987950
-91.588858,16.987942
-91.588875,16.987942
-91.588892,16.987942
-91.588908,16.987940
-91.589005,16.987948
-91.589022,16.987950
-91.589038,16.987953
-91.589057,16.987955
-91.589153,16.987988
-91.589168,16.987993
-91.589185,16.988000
-91.589200,16.988007
-91.589290,16.988047
-91.589303,16.988052
-91.589317,16.988057
-91.589332,16.988062
-91.589422,16.988097
-91.589437,16.988102
-91.589453,16.988105
-91.589470,16.988110
-91.589563,16.988133
-91.589580,16.988138
-91.589595,16.988142
-91.589612,16.988143
-91.589708,16.988160
-91.589723,16.988163
-91.589740,16.988165
-91.589755,16.988167
-91.589853,16.988167
-91.589870,16.988167
-91.589887,16.988165
-91.589902,16.988163
-91.589998,16.988148
-91.590015,16.988147
-91.590032,16.988143
-91.590048,16.988142
-91.590145,16.988138
-91.590160,16.988137
-91.590175,16.988135
-91.590192,16.988132
-91.590283,16.988107
-91.590297,16.988102
-91.590312,16.988097
-91.590325,16.988090
-91.590427,16.988053
-91.590442,16.988048
-91.590457,16.988045
-91.590472,16.988040
-91.590577,16.988015
-91.590593,16.988012
-91.590608,16.988008
-91.590625,16.988003
-91.590720,16.987993
-91.590735,16.987992
-91.590752,16.987990
-91.590767,16.987988
-91.590863,16.987988
-91.590880,16.987990
-91.590897,16.987990
-91.590913,16.987990
-91.591012,16.987992
-91.591028,16.987993
-91.591043,16.987995
-91.591060,16.987997
-91.591155,16.987993
-91.591170,16.987993
-91.591185,16.987995
-91.591200,16.987997
-91.591307,16.988008
-91.591323,16.988010
-91.591340,16.988012
-91.591355,16.988015
-91.591463,16.988027
-91.591480,16.988028
-91.591495,16.988032
-91.591510,16.988033
-91.591615,16.988042
-91.591630,16.988042
-91.591647,16.988040
-91.591662,16.988038
-91.591758,16.988035
-91.591773,16.988035
-91.591788,16.988033
-91.591803,16.988033
-91.591903,16.988033
-91.591920,16.988035
-91.591937,16.988035
-91.591952,16.988035
-91.592048,16.988043
-91.592063,16.988045
-91.592080,16.988047
-91.592095,16.988047
-91.592190,16.988050
-91.592207,16.988052
-91.592222,16.988052
-91.592238,16.988053
-91.592333,16.988060
-91.592348,16.988062
-91.592363,16.988063
-91.592378,16.988063
-91.592475,16.988068
-91.592492,16.988068
-91.592508,16.988070
-91.592523,16.988073
-91.592622,16.988083
-91.592638,16.988085
-91.592653,16.988087
-91.592670,16.988088
-91.592768,16.988100
-91.592785,16.988100
-91.592802,16.988103
-91.592818,16.988107
-91.592913,16.988127
-91.592928,16.988130
-91.592943,16.988133
-91.592958,16.988137
-91.593053,16.988157
-91.593067,16.988158
-91.593082,16.988162
-91.593095,16.988165
-91.593205,16.988172
-91.593222,16.988175
-91.593238,16.988177
-91.593255,16.988180
-91.593355,16.988193
-91.593368,16.988197
-91.593380,16.988200
-91.593390,16.988200
-91.593488,16.988225
-91.593507,16.988230
-91.593523,16.988237
-91.593540,16.988243
-91.593632,16.988280
-91.593647,16.988285
-91.593662,16.988292
-91.593678,16.988300
-91.593767,16.988335
-91.593782,16.988340
-91.593795,16.988347
-91.593807,16.988355
-91.593832,16.988443
-91.593828,16.988455
-91.593822,16.988465
-91.593817,16.988477
-91.593757,16.988550
-91.593752,16.988562
-91.593745,16.988573
-91.593737,16.988583
-91.593645,16.988617
-91.593633,16.988620
-91.593623,16.988627
-91.593612,16.988633
-91.593545,16.988713
-91.593535,16.988727
-91.593527,16.988740
-91.593518,16.988750
-91.593445,16.988825
-91.593432,16.988833
-91.593420,16.988842
-91.593410,16.988852
-91.593342,16.988917
