-91.592903,16.989293
-91.592880,16.989290
-91.592870,16.989290
-91.592767,16.989280
-91.592753,16.989278
-91.592737,16.989275
-91.592725,16.989273
-91.592625,16.989262
-91.592613,16.989258
-91.592600,16.989257
-91.592590,16.989255
-91.592485,16.989257
-91.592468,16.989255
-91.592453,16.989253
-91.592438,16.989255
-91.592348,16.989288
-91.592340,16.989297
-91.592335,16.989307
-91.592328,16.989315
-91.592267,16.989395
-91.592258,16.989398
-91.592248,16.989402
-91.592238,16.989403
-91.592140,16.989397
-91.592128,16.989393
-91.592117,16.989390
-91.592105,16.989387
-91.592010,16.989367
-91.591998,16.989367
-91.591987,16.989365
-91.591978,16.989360
-91.591877,16.989315
-91.591858,16.989308
-91.591838,16.989300
-91.591818,16.989292
-91.591800,16.989283
-91.591782,16.989278
-91.591763,16.989275
-91.591745,16.989273
-91.591723,16.989272
-91.591705,16.989270
-91.591687,16.989268
-91.591668,16.989267
-91.591650,16.989262
-91.591630,16.989260
-91.591610,16.989258
-91.591590,16.989258
-91.591568,16.989258
-91.591547,16.989260
-91.591527,16.989260
-91.591505,16.989262
-91.591487,16.989262
-91.591465,16.989262
-91.591445,16.989262
-91.591422,16.989265
-91.591403,16.989268
-91.591383,16.989272
-91.591363,16.989278
-91.591342,16.989283
-91.591320,16.989288
-91.591300,16.989293
-91.591280,16.989298
-91.591263,16.989303
-91.591245,16.989310
-91.591227,16.989318
-91.591208,16.989325
-91.591188,16.989332
-91.591168,16.989338
-91.591150,16.989343
-91.591132,16.989348
-91.591112,16.989353
-91.591093,16.989360
-91.591073,16.989367
-91.591055,16.989372
-91.591037,16.989378
-91.591017,16.989383
-91.590997,16.989387
-91.590975,16.989390
-91.590955,16.989392
-91.590933,16.989393
-91.590913,16.989395
-91.590893,16.989397
-91.590873,16.989397
-91.590855,16.989395
-91.590835,16.989393
-91.590817,16.989392
-91.590798,16.989387
-91.590780,16.989383
-91.590758,16.989378
-91.590738,16.989375
-91.590715,16.989368
-91.590693,16.989362
-91.590670,16.989353
-91.590650,16.989345
-91.590628,16.989337
-91.590605,16.989328
-91.590585,16.989320
-91.590565,16.989310
-91.590545,16.989300
-91.590525,16.989292
-91.590505,16.989282
-91.590482,16.989275
-91.590462,16.989270
-91.590440,16.989267
-91.590418,16.989263
-91.590397,16.989260
-91.590375,16.989258
-91.590355,16.989257
-91.590332,16.989255
-91.590310,16.989255
-91.590288,16.989257
-91.590268,16.989257
-91.590247,16.989257
-91.590225,16.989257
-91.590205,16.989257
-91.590183,16.989255
-91.590163,16.989255
-91.590140,16.989253
-91.590118,16.989252
-91.590097,16.989253
-91.590077,16.989253
-91.590057,16.989253
-91.590035,16.989255
-91.590015,16.989257
-91.589993,16.989258
-91.589972,16.989262
-91.589952,16.989263
-91.589930,16.989265
-91.589910,16.989268
-91.589888,16.989272
-91.589868,16.989278
-91.589848,16.989285
-91.589830,16.989292
-91.589810,16.989298
-91.589790,16.989305
-91.589770,16.989310
-91.589750,16.989315
-91.589730,16.989322
-91.589710,16.989327
-91.589690,16.989333
-91.589668,16.989340
-91.589648,16.989345
-91.589627,16.989350
-91.589605,16.989355
-91.589583,16.989358
-91.589562,16.989362
-91.589540,16.989363
-91.589520,16.989363
-91.589500,16.989365
-91.589482,16.989363
-91.589463,16.989363
-91.589448,16.989362
-91.589352,16.989352
-91.589340,16.989350
-91.589330,16.989348
-91.589320,16.989347
